Short Name,Long Name,Division,Conference,Nickname,Colors,City,State,Loadable,NCAA URL
Elizabeth City St.,Elizabeth City State University,Division II,Central Intercollegiate Athletic Association,Vikings,Royal Blue & White,Elizabeth City,North Carolina,True,https://www.ncaa.com/schools/elizabeth-city-st
Fayetteville St.,Fayetteville State University,Division II,Central Intercollegiate Athletic Association,Broncos,Lily White & Royal Blue,Fayetteville,North Carolina,True,https://www.ncaa.com/schools/fayetteville-st
Johnson C. Smith,Johnson C. Smith University,Division II,Central Intercollegiate Athletic Association,Golden Bulls,Gold (PMS 7406) & Navy Blue (PMS 296),Charlotte,North Carolina,True,https://www.ncaa.com/schools/johnson-c-smith
Shaw,Shaw University,Division II,Central Intercollegiate Athletic Association,Bears,Garnet & White,Raleigh,North Carolina,True,https://www.ncaa.com/schools/shaw
St. Augustine's,St. Augustine's University,Division II,Central Intercollegiate Athletic Association,Falcons,Blue & White,Raleigh,North Carolina,True,https://www.ncaa.com/schools/st-augustines
Virginia St.,Virginia State University,Division II,Central Intercollegiate Athletic Association,Trojans,Orange & Navy Blue,Petersburg,Virginia,True,https://www.ncaa.com/schools/virginia-st
Virginia Union,Virginia Union University,Division II,Central Intercollegiate Athletic Association,Panthers,Steel & Maroon,Richmond,Virginia,True,https://www.ncaa.com/schools/virginia-union
Bluefield St.,Bluefield State College,Division II,Central Intercollegiate Athletic Association,Big Blue,Blue & Gold,Bluefield,West Virginia,True,https://www.ncaa.com/schools/bluefield-st
D'Youville,D'Youville College,Division II,East Coast,Saints,Red/White,Buffalo,New York,True,https://www.ncaa.com/schools/dyouville
Daemen,Daemen College,Division II,East Coast,Wildcats,Royal blue and white,Amherst,New York,True,https://www.ncaa.com/schools/daemen
Mercy,Mercy College,Division II,East Coast,Mavericks,"Blue, White and Gray",Dobbs Ferry,New York,True,https://www.ncaa.com/schools/mercy
Molloy,Molloy University,Division II,East Coast,Lions,Maroon & White,Rockville Centre,New York,True,https://www.ncaa.com/schools/molloy
New-York-Inst,New York Institute of Technology,Division II,East Coast,Bears,Blue and Gold,Old Westbury,New York,True,https://www.ncaa.com/schools/nyit
Queens (NY),Queens College,Division II,East Coast,Knights,Blue & Red,Queens,New York,True,https://www.ncaa.com/schools/queens-ny
Roberts Wesleyan,Roberts Wesleyan University,Division II,East Coast,Redhawks,Red & Black,Rochester,New York,True,https://www.ncaa.com/schools/roberts-wesleyan
St. Thomas Aquinas,St. Thomas Aquinas College,Division II,East Coast,Spartans,Maroon & Gold,Sparkill,New York,True,https://www.ncaa.com/schools/st-thomas-aquinas
Staten Island,College of Staten Island,Division II,East Coast,Dolphins,Blue & Gray,Staten Island,New York,True,https://www.ncaa.com/schools/staten-island
Lincoln (PA),The Lincoln University (Pa.),Division II,East Coast,Lions,Orange & Blue,Lincoln University,Pennsylvania,True,https://www.ncaa.com/schools/lincoln-pa
Dist. Columbia,University of the District of Columbia,Division II,East Coast,Firebirds,Red & Gold,Washington,Unknown,True,https://www.ncaa.com/schools/dist-columbia
Purdue Northwest,Purdue University Northwest,Division II,GLIAC,Pride,Black and Gold,Hammond,Indiana,True,https://www.ncaa.com/schools/purdue-northwest
Davenport,Davenport University,Division II,GLIAC,Panthers,"Red, Black and White",Grand Rapids,Michigan,True,https://www.ncaa.com/schools/davenport
Southwest Baptist,Southwest Baptist University,Division II,GLVC,Bearcats,Purple & White,Bolivar,Missouri,True,https://www.ncaa.com/schools/southwest-baptist
Harding,Harding University,Division II,Great American,Bisons,Black & Gold,Searcy,Arkansas,True,https://www.ncaa.com/schools/harding
Henderson St.,Henderson State University,Division II,Great American,Reddies,Red & Gray,Arkadelphia,Arkansas,True,https://www.ncaa.com/schools/henderson-st
Ouachita Baptist,Ouachita Baptist University,Division II,Great American,Tigers,Purple & Gold,Arkadelphia,Arkansas,True,https://www.ncaa.com/schools/ouachita-baptist
Southern Ark.,Southern Arkansas University,Division II,Great American,Muleriders,Royal Blue & Gold,Magnolia,Arkansas,True,https://www.ncaa.com/schools/southern-ark
East Central,East Central University,Division II,Great American,Tigers,Orange & Black,Ada,Oklahoma,True,https://www.ncaa.com/schools/east-central
Northwestern Oklahoma,Northwestern Oklahoma State Univ.,Division II,Great American,Rangers,Black and Red,Alva,Oklahoma,True,https://www.ncaa.com/schools/northwestern-okla
Oklahoma Baptist University,Oklahoma Baptist University,Division II,Great American,Bison,Green & Gold,Shawnee,Oklahoma,True,https://www.ncaa.com/schools/okla-baptist
Southeastern Okla.,Southeastern Oklahoma State Univ.,Division II,Great American,Savage Storm,Blue & Gold,Durant,Oklahoma,True,https://www.ncaa.com/schools/southeastern-okla
Southern Nazarene,Southern Nazarene University,Division II,Great American,Crimson Storm,Crimson & White,Bethany,Oklahoma,True,https://www.ncaa.com/schools/southern-nazarene
Southwestern Okla.,Southwestern Oklahoma State Univ.,Division II,Great American,Bulldogs,Navy Blue & White,Weatherford,Oklahoma,True,https://www.ncaa.com/schools/southwestern-okla
Ferris St.,Ferris State University,Division II,Great Lakes Intercollegiate Athletic,Bulldogs,Crimson & Gold,Big Rapids,Michigan,True,https://www.ncaa.com/schools/ferris-st
Grand Valley St.,Grand Valley State University,Division II,Great Lakes Intercollegiate Athletic,Lakers,"Blue, Black & White",Allendale,Michigan,True,https://www.ncaa.com/schools/grand-valley-st
Lake Superior St.,Lake Superior State University,Division II,Great Lakes Intercollegiate Athletic,Lakers,Royal Blue & Gold,Sault Ste. Marie,Michigan,True,https://www.ncaa.com/schools/lake-superior-st
Michigan Tech,Michigan Technological University,Division II,Great Lakes Intercollegiate Athletic,Huskies,"Silver, Gold & Black",Houghton,Michigan,True,https://www.ncaa.com/schools/michigan-tech
Northern Mich.,Northern Michigan University,Division II,Great Lakes Intercollegiate Athletic,Wildcats,Green & Gold,Marquette,Michigan,True,https://www.ncaa.com/schools/northern-mich
Saginaw Valley,Saginaw Valley State University,Division II,Great Lakes Intercollegiate Athletic,Cardinals,"Red, White & Blue",University Center,Michigan,True,https://www.ncaa.com/schools/saginaw-valley
Wayne St. (MI),Wayne State University,Division II,Great Lakes Intercollegiate Athletic,Warriors,Green & Gold,Detroit,Michigan,True,https://www.ncaa.com/schools/wayne-st-mi
Wis.-Parkside,"University of Wisconsin, Parkside",Division II,Great Lakes Intercollegiate Athletic,Rangers,"Forest Green, White & Black",Kenosha,Wisconsin,True,https://www.ncaa.com/schools/wis-parkside
Ill.- Springfield,University of Illinois-Springfield,Division II,Great Lakes Valley,Prairie Stars,Navy Blue/Vegas Gold,Springfield,Illinois,True,https://www.ncaa.com/schools/ill-springfield
Lewis,Lewis University,Division II,Great Lakes Valley,Flyers,Red & White,Romeoville,Illinois,True,https://www.ncaa.com/schools/lewis
McKendree,McKendree University,Division II,Great Lakes Valley,Bearcats,"Purple, White",Lebanon,Illinois,True,https://www.ncaa.com/schools/mckendree
Quincy,Quincy University,Division II,Great Lakes Valley,Hawks,"Brown, White & Yellow",Quincy,Illinois,True,https://www.ncaa.com/schools/quincy
Indianapolis,University of Indianapolis,Division II,Great Lakes Valley,Greyhounds,Crimson & Grey,Indianapolis,Indiana,True,https://www.ncaa.com/schools/indianapolis
Upper Iowa,Upper Iowa University,Division II,Great Lakes Valley,Peacocks,Peacock Blue & White,Fayette,Iowa,True,https://www.ncaa.com/schools/upper-iowa
Drury,Drury University,Division II,Great Lakes Valley,Panthers,Scarlet & Gray,Springfield,Missouri,True,https://www.ncaa.com/schools/drury
Maryville (MO),Maryville University of Saint Louis,Division II,Great Lakes Valley,Saints,Red & White,St. Louis,Missouri,True,https://www.ncaa.com/schools/maryville-mo
Missouri S&T,Missouri S&T,Division II,Great Lakes Valley,Miners,"Silver, Gold & Green",Rolla,Missouri,True,https://www.ncaa.com/schools/missouri-snt
Mo.-St. Louis,University of Missouri-St. Louis,Division II,Great Lakes Valley,Tritons,Red & Gold,St. Louis,Missouri,True,https://www.ncaa.com/schools/mo-st-louis
Rockhurst,Rockhurst University,Division II,Great Lakes Valley,Hawks,Blue & White,Kansas City,Missouri,True,https://www.ncaa.com/schools/rockhurst
Truman,Truman State University,Division II,Great Lakes Valley,Bulldogs,Purple & White,Kirksville,Missouri,True,https://www.ncaa.com/schools/truman
William Jewell,William Jewell College,Division II,Great Lakes Valley,Cardinals,Red & Black,Liberty,Missouri,True,https://www.ncaa.com/schools/william-jewell
Ky. Wesleyan,Kentucky Wesleyan College,Division II,Great Midwest Athletic,Panthers,Purple & White,Owensboro,Kentucky,True,https://www.ncaa.com/schools/ky-wesleyan
Thomas More,Thomas More University,Division II,Great Midwest Athletic,Saints,Royal Blue and White,Crestview Hills,Kentucky,True,https://www.ncaa.com/schools/thomas-more
Hillsdale,Hillsdale College,Division II,Great Midwest Athletic,Chargers,Blue & White,Hillsdale,Michigan,True,https://www.ncaa.com/schools/hillsdale
Northwood (MI),Northwood University (Michigan),Division II,Great Midwest Athletic,Timberwolves,Columbia Blue & White,Midland,Michigan,True,https://www.ncaa.com/schools/northwood-mi
Ashland,Ashland University,Division II,Great Midwest Athletic,Eagles,Purple & Gold,Ashland,Ohio,True,https://www.ncaa.com/schools/ashland
Cedarville,Cedarville University,Division II,Great Midwest Athletic,Yellow Jackets,Blue & Yellow,Cedarville,Ohio,True,https://www.ncaa.com/schools/cedarville
Findlay,University of Findlay,Division II,Great Midwest Athletic,Oilers,Orange & Black,Findlay,Ohio,True,https://www.ncaa.com/schools/findlay
Lake Erie,Lake Erie College,Division II,Great Midwest Athletic,Storm,"Green, White and Black",Painesville,Ohio,True,https://www.ncaa.com/schools/lake-erie
Malone,Malone University,Division II,Great Midwest Athletic,Pioneers,"Red, White & Blue",Canton,Ohio,True,https://www.ncaa.com/schools/malone
Ohio Dominican,Ohio Dominican University,Division II,Great Midwest Athletic,Panthers,"Black, Gold and White",Columbus,Ohio,True,https://www.ncaa.com/schools/ohio-dominican
Tiffin,Tiffin University,Division II,Great Midwest Athletic,Dragons,Green & Gold,Tiffin,Ohio,True,https://www.ncaa.com/schools/tiffin
Walsh,Walsh University,Division II,Great Midwest Athletic,Cavaliers,Maroon & Gold,North Canton,Ohio,True,https://www.ncaa.com/schools/walsh
Trevecca Nazarene,Trevecca Nazarene University,Division II,Great Midwest Athletic,Trojans,Purple and White,Nashville,Tennessee,True,https://www.ncaa.com/schools/trevecca-nazarene
Northwest Nazarene,Northwest Nazarene University,Division II,Great Northwest Athletic,Nighthawks,Red and Black,Nampa,Idaho,True,https://www.ncaa.com/schools/northwest-nazarene
Mont. St. Billings,Montana St. University Billings,Division II,Great Northwest Athletic,Yellowjackets,Navy & Gold,Billings,Montana,True,https://www.ncaa.com/schools/mont-st-billings
Western Ore.,Western Oregon University,Division II,Great Northwest Athletic,Wolves,Red & White,Monmouth,Oregon,True,https://www.ncaa.com/schools/western-ore
Central Wash.,Central Washington University,Division II,Great Northwest Athletic,Wildcats,Crimson & Black,Ellensburg,Washington,True,https://www.ncaa.com/schools/central-wash
Saint-Martins,Saint Martin's University,Division II,Great Northwest Athletic,Saints,Red & White,Lacey,Washington,True,https://www.ncaa.com/schools/saint-martins
Seattle Pacific,Seattle Pacific University,Division II,Great Northwest Athletic,Falcons,Maroon & White,Seattle,Washington,True,https://www.ncaa.com/schools/seattle-pacific
Auburn-Montgomery,Auburn-Montgomery,Division II,Gulf South,Warhawks,Orange & Black,Montgomery,Alabama,True,https://www.ncaa.com/schools/aub-montgomery
Montevallo,University of Montevallo,Division II,Gulf South,Falcons,Purple & Gold,Montevallo,Alabama,True,https://www.ncaa.com/schools/montevallo
West Ala.,University of West Alabama,Division II,Gulf South,Tigers,Red and White,Livingston,Alabama,True,https://www.ncaa.com/schools/west-ala
West Fla.,University of West Florida,Division II,Gulf South,Argonauts,Blue & Green,Pensacola,Florida,True,https://www.ncaa.com/schools/west-florida
Shorter,Shorter University,Division II,Gulf South,Hawks,Royal & White,Rome,Georgia,True,https://www.ncaa.com/schools/shorter
Valdosta St.,Valdosta State University,Division II,Gulf South,Blazers,Red & Black,Valdosta,Georgia,True,https://www.ncaa.com/schools/valdosta-st
West Ga.,University of West Georgia,Division II,Gulf South,Wolves,Blue & Red,Carrollton,Georgia,True,https://www.ncaa.com/schools/west-ga
Delta St.,Delta State University,Division II,Gulf South,Statesmen,Forest Green & White,Cleveland,Mississippi,True,https://www.ncaa.com/schools/delta-st
Mississippi Col.,Mississippi College,Division II,Gulf South,Choctaws,Navy Blue & Old Gold,Clinton,Mississippi,True,https://www.ncaa.com/schools/mississippi-col
Christian Bros.,Christian Brothers University,Division II,Gulf South,Buccaneers,Red & Gray,Memphis,Tennessee,True,https://www.ncaa.com/schools/christian-bros
Lee,Lee University,Division II,Gulf South,Flames,Maroon and White,Cleveland,Tennessee,True,https://www.ncaa.com/schools/lee
Union (Tenn.),Union University (Tenn.),Division II,Gulf South,Bulldogs,Red and White,Jackson,Tennessee,True,https://www.ncaa.com/schools/union-tn
P.R.-Bayamon,University of Puerto Rico-Bayamon,Division II,Independent,Cowboys,Sky Blue/Navy/ White,Bayamon,Unknown,True,https://www.ncaa.com/schools/pr-bayamon
P.R.-Mayaguez,University of Puerto Rico-Mayaguez Campus,Division II,Independent,Tarzans,Kelly Green & White,Mayaguez,Unknown,True,https://www.ncaa.com/schools/pr-mayaguez
P.R.-Rio Piedras,University of Puerto Rico-Rio Piedras,Division II,Independent,Gallitos,Red & White,San Juan,Unknown,True,https://www.ncaa.com/schools/pr-rio-piedras
Salem University,Salem University,Division II,Independent,Tigers,Forest Green & White or Black,Salem,West Virginia,True,https://www.ncaa.com/schools/salem-intl
Eastern N.M.,Eastern New Mexico University,Division II,Lone Star,Greyhounds,Green & Silver,Portales,New Mexico,True,https://www.ncaa.com/schools/eastern-nm
Cameron,Cameron University,Division II,Lone Star,Aggies,Black & Gold,Lawton,Oklahoma,True,https://www.ncaa.com/schools/cameron
Oklahoma Christian,Oklahoma Christian University,Division II,Lone Star,Eagles,Maroon and silver gray,Edmond,Oklahoma,True,https://www.ncaa.com/schools/okla-christian
Lubbock Christian,Lubbock Christian University,Division II,Lone Star,Chaparrals,Blue and white,Lubbock,Texas,True,https://www.ncaa.com/schools/lubbock-christian
MSU Texas,Midwestern State University,Division II,Lone Star,Mustangs,Maroon and Gold,Wichita Falls,Texas,True,https://www.ncaa.com/schools/midwestern-st
St. Edward's,St. Edward's University,Division II,Lone Star,Hilltoppers,Navy & Vegas Gold,Austin,Texas,True,https://www.ncaa.com/schools/st-edwards
St. Mary's (TX),St. Mary's University (Texas),Division II,Lone Star,Rattlers,Blue & Gold,San Antonio,Texas,True,https://www.ncaa.com/schools/st-marys-tx
Sul Ross St.,Sul Ross State University,Division II,Lone Star,Lobos,Scarlet & Gray,Alpine,Texas,True,https://www.ncaa.com/schools/sul-ross-st
Tex. A&M Int'l,Texas A&M International University,Division II,Lone Star,Dustdevils,Maroon & metallic silver,Laredo,Texas,True,https://www.ncaa.com/schools/tex-am-intl
Tex. A&M-Kingsville,Texas A&M-Kingsville,Division II,Lone Star,Javelinas,Blue & Gold,Kingsville,Texas,True,https://www.ncaa.com/schools/tex-am-kingsville
Texas at Tyler,University of Texas at Tyler,Division II,Lone Star,Patriots,Orange & Navy,Tyler,Texas,True,https://www.ncaa.com/schools/texas-tyler
Texas of the Permian Basin,Texas of the Permian Basin,Division II,Lone Star,Falcons,"Orange, white & black",Odessa,Texas,True,https://www.ncaa.com/schools/tex-permian-basin
West Tex. A&M,West Texas A&M University,Division II,Lone Star,Buffaloes,Maroon & White,Canyon,Texas,True,https://www.ncaa.com/schools/west-tex-am
Newman,Newman University,Division II,MIAA,Jets,Scarlet & navy,Wichita,Kansas,True,https://www.ncaa.com/schools/newman
Rogers State,Rogers State University,Division II,MIAA,Hillcats,Navy and Red,Claremore,Oklahoma,True,https://www.ncaa.com/schools/rogers-st
Emporia St.,Emporia State University,Division II,Mid-America Intercollegiate Athletics Association,Hornets,Old Gold & Black,Emporia,Kansas,True,https://www.ncaa.com/schools/emporia-st
Fort Hays St.,Fort Hays State University,Division II,Mid-America Intercollegiate Athletics Association,Tigers,Black & Gold,Hays,Kansas,True,https://www.ncaa.com/schools/fort-hays-st
Pittsburg State,Pittsburg State University,Division II,Mid-America Intercollegiate Athletics Association,Gorillas,Crimson & Gold,Pittsburg,Kansas,True,https://www.ncaa.com/schools/pittsburg-st
Washburn,Washburn University of Topeka,Division II,Mid-America Intercollegiate Athletics Association,Ichabods,Yale Blue & White,Topeka,Kansas,True,https://www.ncaa.com/schools/washburn
Central Mo.,University of Central Missouri,Division II,Mid-America Intercollegiate Athletics Association,Mules,Red & Black,Warrensburg,Missouri,True,https://www.ncaa.com/schools/central-mo
Lincoln (MO),Lincoln University (Mo.),Division II,Mid-America Intercollegiate Athletics Association,Blue Tigers,Navy Blue & White,Jefferson City,Missouri,True,https://www.ncaa.com/schools/lincoln-mo
Mo. Southern St.,Missouri Southern St. University,Division II,Mid-America Intercollegiate Athletics Association,Lions,Green & Gold,Joplin,Missouri,True,https://www.ncaa.com/schools/mo-southern-st
Mo. Western St.,Missouri Western St. University,Division II,Mid-America Intercollegiate Athletics Association,Griffons,Black & Gold,St. Joseph,Missouri,True,https://www.ncaa.com/schools/mo-western-st
Northwest Mo. St.,Northwest Missouri State University,Division II,Mid-America Intercollegiate Athletics Association,Bearcats,Green & White,Maryville,Missouri,True,https://www.ncaa.com/schools/northwest-mo-st
Central Okla.,University of Central Oklahoma,Division II,Mid-America Intercollegiate Athletics Association,Bronchos,Bronze & Blue,Edmond,Oklahoma,True,https://www.ncaa.com/schools/central-okla
Northeastern St.,Northeastern State University,Division II,Mid-America Intercollegiate Athletics Association,RiverHawks,Green & White,Tahlequah,Oklahoma,True,https://www.ncaa.com/schools/northeastern-st
Frostburg St.,Frostburg State University,Division II,Mountain East,Bobcats,"Red, White & Black",Frostburg,Maryland,True,https://www.ncaa.com/schools/frostburg-st
Notre Dame (OH),Notre Dame College (Ohio),Division II,Mountain East,Falcons,Blue & Gold,Cleveland,Ohio,True,https://www.ncaa.com/schools/notre-dame-oh
Charleston (WV),University of Charleston,Division II,Mountain East,Golden Eagles,Maroon & Gold,Charleston,West Virginia,True,https://www.ncaa.com/schools/charleston-wv
Concord,Concord University,Division II,Mountain East,Mountain Lions,Maroon & Gray,Athens,West Virginia,True,https://www.ncaa.com/schools/concord
Davis & Elkins,Davis and Elkins College,Division II,Mountain East,Senators,Scarlet & White,Elkins,West Virginia,True,https://www.ncaa.com/schools/davis-elkins
Fairmont St.,Fairmont State University,Division II,Mountain East,Falcons,"Maroon, White & Fairmont Gold",Fairmont,West Virginia,True,https://www.ncaa.com/schools/fairmont-st
Glenville St.,Glenville State College,Division II,Mountain East,Pioneers,Royal Blue & White,Glenville,West Virginia,True,https://www.ncaa.com/schools/glenville-st
West Liberty,West Liberty University,Division II,Mountain East,Hilltoppers,Black & Gold,West Liberty,West Virginia,True,https://www.ncaa.com/schools/west-liberty
West Va. Wesleyan,West Virginia Wesleyan College,Division II,Mountain East,Bobcats,Orange & Black,Buckhannon,West Virginia,True,https://www.ncaa.com/schools/west-va-wesleyan
West Virginia St.,West Virginia State University,Division II,Mountain East,Yellow Jackets,Old Gold & Black,Institute,West Virginia,True,https://www.ncaa.com/schools/west-virginia-st
Wheeling Jesuit,Wheeling Jesuit University,Division II,Mountain East,Cardinals,Red & Gold,Wheeling,West Virginia,True,https://www.ncaa.com/schools/wheeling-jesuit
Jessup University,Jessup University,Division II,NON-NCAA ORG,Warriors,Blue/Red/White,Rocklin,California,True,https://www.ncaa.com/schools/jessup
Menlo,Menlo College,Division II,NON-NCAA ORG,Oaks,Navy & White,Atherton,California,True,https://www.ncaa.com/schools/menlo
Texas Woman's,Texas Woman's University,Division II,NON-NCAA ORG,Unknown,Maroon & White (PMS 202),Denton,Texas,True,https://www.ncaa.com/schools/texas-womans
New Haven,University of New Haven,Division II,Northeast-10,Chargers,Blue & Gold,West Haven,Connecticut,True,https://www.ncaa.com/schools/new-haven
Southern Conn. St.,Southern Connecticut St. University,Division II,Northeast-10,Owls,Blue & White,New Haven,Connecticut,True,https://www.ncaa.com/schools/southern-conn-st
Assumption,Assumption College,Division II,Northeast-10,Greyhounds,Blue & White,Worcester,Massachusetts,True,https://www.ncaa.com/schools/assumption
Bentley,Bentley University,Division II,Northeast-10,Falcons,"Blue, Black, Gray",Waltham,Massachusetts,True,https://www.ncaa.com/schools/bentley
Franklin Pierce,Franklin Pierce University,Division II,Northeast-10,Ravens,Crimson and Grey,Rindge,New Hampshire,True,https://www.ncaa.com/schools/franklin-pierce
Southern N.H.,Southern New Hampshire University,Division II,Northeast-10,Penmen,Blue & Gold,Manchester,New Hampshire,True,https://www.ncaa.com/schools/southern-nh
St. Anselm,Saint Anselm College,Division II,Northeast-10,Hawks,Blue & White,Manchester,New Hampshire,True,https://www.ncaa.com/schools/st-anselm
Pace,Pace University,Division II,Northeast-10,Setters,Blue & Gold,Pleasantville,New York,True,https://www.ncaa.com/schools/pace
St. Rose,The College of Saint Rose,Division II,Northeast-10,Golden Knights,"Gold, White & Black",Albany,New York,True,https://www.ncaa.com/schools/saint-rose
St. Michael's,Saint Michael's College,Division II,Northeast-10,Purple Knights,Purple & Gold,Colchester,Vermont,True,https://www.ncaa.com/schools/saint-michaels
Bemidji St.,Bemidji State University,Division II,Northern Sun Intercollegiate,Beavers,Green & White,Bemidji,Minnesota,True,https://www.ncaa.com/schools/bemidji-st
Concordia-St. Paul,"Concordia University, St. Paul",Division II,Northern Sun Intercollegiate,Golden Bears,Navy & Gold,St. Paul,Minnesota,True,https://www.ncaa.com/schools/concordia-st-paul
Minn. Duluth,University of Minnesota-Duluth,Division II,Northern Sun Intercollegiate,Bulldogs,Maroon & Gold,Duluth,Minnesota,True,https://www.ncaa.com/schools/minn-duluth
Minn. St. Mankato,Minnesota State University-Mankato,Division II,Northern Sun Intercollegiate,Mavericks,Purple & Gold,Mankato,Minnesota,True,https://www.ncaa.com/schools/minn-st-mankato
Minn.-Crookston,University of Minnesota-Crookston,Division II,Northern Sun Intercollegiate,Golden Eagles,Maroon & Gold,Crookston,Minnesota,True,https://www.ncaa.com/schools/minn-crookston
Southwest Minn. St.,Southwest Minnesota St. University,Division II,Northern Sun Intercollegiate,Mustangs,Brown & Gold,Marshall,Minnesota,True,https://www.ncaa.com/schools/southwest-minn-st
St. Cloud State,St. Cloud State University,Division II,Northern Sun Intercollegiate,Huskies,Cardinal Red & Black,St. Cloud,Minnesota,True,https://www.ncaa.com/schools/st-cloud-st
Winona St.,Winona State University,Division II,Northern Sun Intercollegiate,Warriors,Purple & White,Winona,Minnesota,True,https://www.ncaa.com/schools/winona-st
Wayne St. (NE),Wayne State College,Division II,Northern Sun Intercollegiate,Wildcats,Black & Gold,Wayne,Nebraska,True,https://www.ncaa.com/schools/wayne-st-ne
Mary,University of Mary,Division II,Northern Sun Intercollegiate,Marauders,"Blue, White, Orange",Bismarck,North Dakota,True,https://www.ncaa.com/schools/mary
Minot St.,Minot State University,Division II,Northern Sun Intercollegiate,Beavers,Red & Green,Minot,North Dakota,True,https://www.ncaa.com/schools/minot-st
Augustana (SD),Augustana University (SD),Division II,Northern Sun Intercollegiate,Vikings,Navy Blue & Gold,Sioux Falls,South Dakota,True,https://www.ncaa.com/schools/augustana-sd
Northern St.,Northern State University,Division II,Northern Sun Intercollegiate,Wolves,Maroon & Gold,Aberdeen,South Dakota,True,https://www.ncaa.com/schools/northern-st
Sioux Falls,University of Sioux Falls,Division II,Northern Sun Intercollegiate,Cougars,Purple & White,Sioux Falls,South Dakota,True,https://www.ncaa.com/schools/sioux-falls
Shepherd,Shepherd University,Division II,PSAC,Rams,Blue & Gold,Shepherdstown,West Virginia,True,https://www.ncaa.com/schools/shepherd
Azusa Pacific,Azusa Pacific University,Division II,Pacific West,Cougars,Black & Brick,Azusa,California,True,https://www.ncaa.com/schools/azusa-pacific
Biola,Biola University,Division II,Pacific West,Eagles,"Red, Black, White",La Mirada,California,True,https://www.ncaa.com/schools/biola
Concordia University Irvine,Concordia University Irvine,Division II,Pacific West,Golden Eagles,Green and Gold,Irvine,California,True,https://www.ncaa.com/schools/concordia-irvine
Fresno Pacific,Fresno Pacific University,Division II,Pacific West,Sunbirds,Navy Blue and Orange,Fresno,California,True,https://www.ncaa.com/schools/fresno-pacific
Point Loma,Point Loma,Division II,Pacific West,Sea Lions,Forest Green & Sunset Gold,San Diego,California,True,https://www.ncaa.com/schools/point-loma
Westmont College,Westmont College,Division II,Pacific West,Unknown,Unknown,Santa Barbara,California,True,https://www.ncaa.com/schools/westmont-college
Chaminade,Chaminade University,Division II,Pacific West,Silverswords,Royal Blue & White,Honolulu,Hawaii,True,https://www.ncaa.com/schools/chaminade
Hawaii Hilo,University of Hawaii at Hilo,Division II,Pacific West,Vulcans,Black and Red,Hilo,Hawaii,True,https://www.ncaa.com/schools/hawaii-hilo
Hawaii Pacific,Hawaii Pacific University,Division II,Pacific West,Sharks,"Blue, Light Blue",Honolulu,Hawaii,True,https://www.ncaa.com/schools/hawaii-pacific
Flagler,Flagler College,Division II,Peach Belt,Saints,Crimson & Gold,St. Augustine,Florida,True,https://www.ncaa.com/schools/flagler
Augusta University,Augusta University,Division II,Peach Belt,Jaguars,Navy & Silver/Grey,Augusta,Georgia,True,https://www.ncaa.com/schools/gru-augusta
Clayton St.,Clayton State University,Division II,Peach Belt,Lakers,Blue & Orange,Morrow,Georgia,True,https://www.ncaa.com/schools/clayton-st
Columbus St.,Columbus State University,Division II,Peach Belt,Cougars,"Red, White & Blue",Columbus,Georgia,True,https://www.ncaa.com/schools/columbus-st
Ga. Southwestern,Georgia Southwestern State Univ.,Division II,Peach Belt,Hurricanes,Navy & Gold,Americus,Georgia,True,https://www.ncaa.com/schools/ga-southwestern
Georgia College,Georgia College,Division II,Peach Belt,Bobcats,Blue & Green,Milledgeville,Georgia,True,https://www.ncaa.com/schools/georgia-college
North Ga.,University of North Georgia,Division II,Peach Belt,Nighthawks,Blue & Gold,Dahlonega,Georgia,True,https://www.ncaa.com/schools/north-georgia
Claflin,Claflin University,Division II,Peach Belt,Panthers,Orange & Maroon,Orangeburg,South Carolina,True,https://www.ncaa.com/schools/claflin
Lander,Lander University,Division II,Peach Belt,Bearcats,Blue & Gold,Greenwood,South Carolina,True,https://www.ncaa.com/schools/lander
South-Carolina-Aiken,University of South Carolina Aiken,Division II,Peach Belt,Pacers,"Cardinal, Navy, and White",Aiken,South Carolina,True,https://www.ncaa.com/schools/sc-aiken
USC Beaufort,University of South Carolina Beaufort,Division II,Peach Belt,Unknown,Unknown,Bluffton,South Carolina,True,https://www.ncaa.com/schools/usc-beaufort
Bloomsburg,Bloomsburg University,Division II,Pennsylvania State Athletic,Huskies,Maroon & Gold,Bloomsburg,Pennsylvania,True,https://www.ncaa.com/schools/bloomsburg
California (PA),California University of Pennsylvania,Division II,Pennsylvania State Athletic,Vulcans,Red & Black,California,Pennsylvania,True,https://www.ncaa.com/schools/california-pa
Clarion,Clarion University of Pennsylvania,Division II,Pennsylvania State Athletic,Golden Eagles,Blue & Gold,Clarion,Pennsylvania,True,https://www.ncaa.com/schools/clarion
East Stroudsburg,East Stroudsburg University,Division II,Pennsylvania State Athletic,Warriors,Red & Black,East Stroudsburg,Pennsylvania,True,https://www.ncaa.com/schools/east-stroudsburg
Gannon,Gannon University,Division II,Pennsylvania State Athletic,Golden Knights,Maroon & Gold,Erie,Pennsylvania,True,https://www.ncaa.com/schools/gannon
Indiana (PA),Indiana University of Pennsylvania,Division II,Pennsylvania State Athletic,Crimson Hawks,Crimson & Gray,Indiana,Pennsylvania,True,https://www.ncaa.com/schools/indiana-pa
